TZZK39,6,34
TZZK39,9-1,40.5
TZZK39,9-2,42.4
TZZK39,9-3,45.4
TZZK39,10,50.5
TZZK39,11-1,54.2
TZZK39,11-3,67.4
TZZK39,13-1,75.5
TZZK39,13-2,96
TZZK39,14-2,100
TZZK40,1,1.3
TZZK40,2-1,4
TZZK40,4-2,9
TZZK40,5-1,18.9
TZZK40,6,26.6
TZZK40,7-1,35.1
TZZK40,9-1,45
TZZK40,9-2,50
TZZK41,1,0.5
TZZK41,2-1,4.5
TZZK41,2-4,6.8
TZZK41,4-2,12.1
TZZK41,4-3,15.5
TZZK41,5-1,27.6
TZZK41,6,40.2
TZZK41,7-2,43.4
TZZK41,9-1,54
TZZK41,11-1,68.7
TZZK41,11-3,76.4
TZZK41,14-2,100
TZZK42,1,0.4
TZZK42,2-1,4.8
TZZK42,2-4,7.5
TZZK42,4-2,12.4
TZZK42,5-1,30
TZZK42,5-3,36.4
TZZK42,7-2,38
TZZK42,9-1,42.3
TZZK42,9-2,50
TZZK43,1,0.5
TZZK43,2-1,4.6
TZZK43,4-2,8.1
TZZK43,4-3,10.8
TZZK43,5-1,28.6
TZZK43,5-2,30.3
TZZK43,6,36
TZZK43,7-2,39.2
TZZK43,9-1,42.5
TZZK43,9-2,48.8
TZZK43,9-3,50.02
TZZK44,1,0.3
TZZK44,2-2,3.4
TZZK44,2-3,16
TZZK44,2-5,22.3
TZZK44,2-6,42.1
TZZK44,2-7,50
TZZK45,1,1.6
TZZK45,2-2,7
TZZK45,2-3,15
TZZK45,2-5,22
TZZK45,2-6,37
TZZK45,2-7,50.2
TZZK46,1,0.5
TZZK46,2-2,4
TZZK46,2-3,8
TZZK46,4-2,15.4
TZZK46,5-1,25.3
TZZK46,6,30.8
TZZK46,7-1,34.9
TZZK46,8-1,50
TZZK47,1,1.8
TZZK47,2-2,7.7
TZZK47,4-2,13.5
TZZK47,5-1,16.8
TZZK47,6,28.4
TZZK47,7-2,34.85
TZZK47,9-1,47
TZZK47,10,50
TZZK48,1,2.7
TZZK48,2-2,11
TZZK48,2-3,15.4
TZZK48,2-4,22.5
TZZK48,6,36.3
TZZK48,7-2,39
TZZK48,9-1,42.6
TZZK48,9-2,45.1
TZZK48,9-3,50
TZZK49,1,1.1
TZZK49,2-1,3.2
TZZK49,4-2,7
TZZK49,4-3,10.5
TZZK49,5-1,19.2
TZZK49,6,28
TZZK49,7-2,33.7
TZZK49,9-1,47.3
TZZK49,10,50
TZZK50,1,1.8
TZZK50,2-1,3.1
TZZK50,2-2,10
TZZK50,2-4,19
TZZK50,6,32
TZZK50,7-2,35.9
TZZK50,9-1,44.8
TZZK50,9-2,48.5
TZZK50,10,50
TZZK51,1,1.2
TZZK51,2-1,2.05
TZZK51,4-2,8
TZZK51,4-3,12
TZZK51,5-2,20.4
TZZK51,6,32
TZZK51,7-1,34
TZZK51,9-1,40.8
TZZK51,9-2,44
TZZK51,9-3,49.5
TZZK51,10,51.8
TZZK51,11-1,59.7
TZZK51,11-2,63.7
TZZK51,11-3,76.6
TZZK51,11-4,83.4
TZZK51,14-2,100
TZZK52,1,0.6
TZZK52,2-2,3.4
TZZK52,2-4,15.2
TZZK52,4-2,17.1
TZZK52,5-1,19.5
TZZK52,5-2,26.1
TZZK52,6,35.6
TZZK52,7-2,40
TZZK52,9-1,47.2
TZZK52,9-2,50
TZZK53,1,0.4
TZZK53,2-2,2.4
TZZK53,4-2,4
TZZK53,4-3,10.9
TZZK53,5-1,14
TZZK53,5-2,22.4
TZZK53,6,32.3
TZZK53,7-1,40.3
TZZK53,9-1,46.9
TZZK53,9-2,48.7
TZZK53,9-3,50
TZZK54,1,0.3
TZZK54,2-1,1.6
TZZK54,2-2,5.6
TZZK54,4-2,9.1
TZZK54,4-3,12.1
TZZK54,5-1,13.5
TZZK54,5-2,19.3
TZZK54,6,31.1
TZZK54,7-2,33.9
TZZK54,9-1,38.1
TZZK54,9-2,43.2
TZZK54,9-3,50
TZZK55,1,0.8
TZZK55,2-1,3.6
TZZK55,2-4,8.2
TZZK55,4-2,9.5
TZZK55,4-3,13.5
TZZK55,5-1,19.2
TZZK55,6,31
TZZK55,7-1,36
TZZK55,9-1,47.3
TZZK55,9-2,50
TZZK56,1,2.2
TZZK56,2-2,5.9
TZZK56,2-3,11
TZZK56,2-5,22.4
TZZK56,6,29
TZZK56,7-2,33
TZZK56,9-1,38.5
TZZK56,9-2,40
TZZK56,9-3,50
TZZK57,1,0.8
TZZK57,2-2,3.2
TZZK57,4-1,4.7
TZZK57,4-2,9.6
TZZK57,4-3,10.6
TZZK57,5-1,17.6
TZZK57,6,31.5
TZZK57,7-2,35.1
TZZK57,9-1,45.2
TZZK57,10,50.04
TZZK58,1,0.5
TZZK58,2-1,3.3
TZZK58,4-2,8.2
TZZK58,4-3,9.9
TZZK58,5-1,19.8
TZZK58,6,32
TZZK58,7-2,37.3
TZZK58,9-1,45.1
TZZK58,9-2,46.5
TZZK58,10,50
TZZK59,1,0.6
TZZK59,2-1,3.4
TZZK59,2-4,4.9
TZZK59,4-1,9
TZZK59,4-2,12
TZZK59,4-3,14
TZZK59,5-2,18
TZZK59,6,30.2
TZZK59,7-2,40.1
TZZK59,9-1,50.04
TZZK60,1,0.4
TZZK60,2-1,3.1
TZZK60,2-4,4.5
TZZK60,4-2,10.6
TZZK60,4-3,13.9
TZZK60,5-1,15.6
TZZK60,5-2,20.5
TZZK60,6,28.6
TZZK60,7-1,38.6
TZZK60,9-1,45.6
TZZK60,9-2,49
TZZK60,10,50
TZZK61,1,0.4
TZZK61,2-1,4.8
TZZK61,4-2,9.5
TZZK61,4-3,11.8
TZZK61,5-2,16
TZZK61,6,23.6
TZZK61,7-1,31.7
TZZK61,9-1,40.7
TZZK61,9-2,45.1
TZZK61,9-3,52
TZZK61,11-1,56.8
TZZK61,11-3,65.1
TZZK61,12,72.5
TZZK61,14-2,87
TZZK61,14-3,98
TZZK61,14-4,100
TZZK62,1,0.8
TZZK62,2-1,2.1
TZZK62,2-4,4.5
TZZK62,4-2,9.2
TZZK62,4-3,12.7
TZZK62,5-2,20.9
TZZK62,6,27.5
TZZK62,7-1,40.6
TZZK62,9-1,46.1
TZZK62,10,50.04
TZZK63,1,0.3
TZZK63,2-1,1.1
TZZK63,2-2,4.4
TZZK63,4-1,6.1
TZZK63,4-2,12.6
TZZK63,4-3,15.2
TZZK63,5-1,20.1
TZZK63,6,29.6
TZZK63,7-2,35.2
TZZK63,9-1,38.5
TZZK63,9-2,46.6
TZZK63,10,50
TZZK64,1,0.3
TZZK64,2-1,3
TZZK64,2-4,4.9
TZZK64,4-2,9.8
TZZK64,4-3,13.8
TZZK64,5-1,28.8
TZZK64,6,36.2
TZZK64,7-2,38
TZZK64,9-1,44.8
TZZK64,9-2,48.7
TZZK64,9-3,50
TZZK65,1,0.3
TZZK65,2-1,2.2
TZZK65,2-4,3.4
TZZK65,4-1,5.3
TZZK65,4-2,9.4
TZZK65,4-3,10.5
TZZK65,5-1,22.4
TZZK65,6,32.3
TZZK65,7-1,36.5
TZZK65,9-1,46.3
TZZK65,10,50.02
TZZK66,1,0.4
TZZK66,2-1,1.6
TZZK66,2-4,4.5
TZZK66,4-1,6.3
TZZK66,4-2,10.9
TZZK66,5-1,13.6
TZZK66,5-2,24.64
TZZK66,6,32.1
TZZK66,7-1,38.5
TZZK66,9-1,44.9
TZZK66,9-2,50
TZZK67,1,0.3
TZZK67,2-1,1.5
TZZK67,2-4,5.5
TZZK67,4-2,10.9
TZZK67,4-3,13.6
TZZK67,5-1,20.5
TZZK67,5-2,27.5
TZZK67,6,36.4
TZZK67,7-1,44.8
TZZK67,9-2,50
TZZK68,1,0.7
TZZK68,2-1,4.9
TZZK68,2-4,8
TZZK68,4-2,12
TZZK68,4-3,13.6
TZZK68,5-1,15.7
TZZK68,5-2,24.3
TZZK68,6,32.9
TZZK68,7-2,42.6
TZZK68,9-1,46.1
TZZK68,9-2,48
TZZK68,9-3,50
TZZK69,1,1.4
TZZK69,2-2,5
TZZK69,4-2,10
TZZK69,4-3,12.4
TZZK69,5-2,16
TZZK69,6,28.5
TZZK69,7-1,33.5
TZZK69,9-1,44
TZZK69,10,50
TZZK70,1,1.9
TZZK70,2-2,5.6
TZZK70,4-2,12
TZZK70,4-3,18.5
TZZK70,5-2,20.3
TZZK70,6,27.1
TZZK70,7-1,34.8
TZZK70,8-1,50
TZZK71,1,2
TZZK71,2-2,5.3
TZZK71,4-2,12.3
TZZK71,5-2,22.5
TZZK71,6,28.8
TZZK71,7-1,30.4
TZZK71,8-1,50
TZZK72,1,1.2
TZZK72,2-2,14.9
TZZK72,4-2,22.8
TZZK72,5-1,24.8
TZZK72,6,30
TZZK72,7-1,40
TZZK72,8-1,50
TZZK73,1,1.6
TZZK73,2-2,7.6
TZZK73,4-2,13.8
TZZK73,5-1,19.3
TZZK73,5-2,22.4
TZZK73,6,33.5
TZZK73,7-2,36.6
TZZK73,9-1,44
TZZK73,9-2,50
TZZK74,1,1.5
TZZK74,2-1,3.6
TZZK74,2-2,7.1
TZZK74,4-2,13
TZZK74,4-3,15.2
TZZK74,5-2,21
TZZK74,6,36.8
TZZK74,7-2,38.2
TZZK74,9-1,42.4
TZZK74,9-2,47.1
TZZK74,9-3,50
TZZK75,1,0.6
TZZK75,2-1,1.6
TZZK75,2-4,3.5
TZZK75,4-1,4.6
TZZK75,4-2,10
TZZK75,4-3,12.5
TZZK75,5-2,20.3
TZZK75,6,29
TZZK75,7-2,38.2
TZZK75,9-1,43.8
TZZK75,9-2,45.9
TZZK75,9-3,50.04
TZZK76,1,0.5
TZZK76,2-1,1.7
TZZK76,2-4,4.6
TZZK76,4-2,9.6
TZZK76,4-3,12.8
TZZK76,5-2,19.2
TZZK76,6,27.5
TZZK76,7-1,37.5
TZZK76,9-1,45.3
TZZK76,9-2,46.2
TZZK76,10,50
TZZK77,1,0.5
TZZK77,2-2,4.7
TZZK77,2-3,10
TZZK77,2-5,28.5
TZZK77,2-6,38.8
TZZK77,2-7,50
TZZK78,1,1.7
TZZK78,2-4,6
TZZK78,4-2,10
TZZK78,4-3,13.8
TZZK78,5-2,22.7
TZZK78,5-3,36.3
TZZK78,7-2,38.9
TZZK78,9-1,44
TZZK78,9-2,50
TZZK79,1,0.5
TZZK79,2-1,2.1
TZZK79,4-2,6.3
TZZK79,4-3,10.5
TZZK79,5-2,16.1
TZZK79,6,24.1
TZZK79,7-1,32.1
TZZK79,9-1,41.6
TZZK79,9-2,44
TZZK79,9-3,50.04
TZZK80,1,1.1
TZZK80,2-2,5
TZZK80,4-2,8.6
TZZK80,4-3,13.1
TZZK80,5-2,22.5
TZZK80,6,28.4
TZZK80,7-1,39.6
TZZK80,9-1,44.7
TZZK80,10,50
TZZK81,1,0.6
TZZK81,2-2,7
TZZK81,2-3,11.3
TZZK81,4-2,18
TZZK81,4-3,20.9
TZZK81,5-1,28.5
TZZK81,6,33.5
TZZK81,7-1,39.4
TZZK81,8-1,50
TZZK82,1,0.7
TZZK82,2-2,3.3
TZZK82,2-3,10
TZZK82,2-5,25
TZZK82,2-6,40
TZZK82,2-7,50
TZZK83,1,0.8
TZZK83,2-2,6
TZZK83,2-3,11
TZZK83,2-5,24.9
TZZK83,6,30
TZZK83,7-1,38.6
TZZK83,8-1,50
TZZK84,1,0.3
TZZK84,2-2,4
TZZK84,2-3,10.8
TZZK84,2-4,16.7
TZZK84,4-2,22.4
TZZK84,5-1,26.1
TZZK84,6,30.4
TZZK84,6,32.1
TZZK84,6,34.3
TZZK84,7-1,42.3
TZZK84,8-1,50
TZZK85,1,0.3
TZZK85,2-2,7
TZZK85,2-3,19
TZZK85,2-5,28.5
TZZK85,6,34.4
TZZK85,7-1,38
TZZK85,9-1,40.3
TZZK85,10,50
TZZK86,1,0.4
TZZK86,2-2,4.6
TZZK86,2-3,7
TZZK86,2-5,17.4
TZZK86,2-6,29.7
TZZK86,6,32
TZZK86,7-1,38.9
TZZK86,8-1,50
TZZK87,1,0.5
TZZK87,2-1,1.2
TZZK87,2-4,5
TZZK87,4-1,7.1
TZZK87,4-2,12
TZZK87,4-3,13.8
TZZK87,5-2,28.1
TZZK87,6,33
TZZK87,7-2,40.8
TZZK87,9-1,42.3
TZZK87,9-2,47.4
TZZK87,9-3,50
TZZK88,1,1.8
TZZK88,2-1,2.2
TZZK88,2-2,3.2
TZZK88,4-2,9
TZZK88,4-3,12.7
TZZK88,5-2,17
TZZK88,6,27.3
TZZK88,7-1,37
TZZK88,9-1,47
TZZK88,10,50
TZZK89,1,4
TZZK89,4-2,10.5
TZZK89,4-3,12.9
TZZK89,5-1,18.4
TZZK89,6,28.8
TZZK89,7-1,35.5
TZZK89,9-1,46.5
TZZK89,9-2,49
TZZK89,10,50
TZZK90,1,1.2
TZZK90,2-1,1.6
TZZK90,4-2,5.2
TZZK90,4-3,7.5
TZZK90,5-1,11
TZZK90,5-2,15.3
TZZK90,6,25.9
TZZK90,7-1,34.5
TZZK90,9-1,43.1
TZZK90,9-2,46.7
TZZK90,9-3,50
TZZK91,1,0.6
TZZK91,2-1,1.5
TZZK91,2-2,3.4
TZZK91,4-2,9
TZZK91,4-3,12
TZZK91,5-2,18.2
TZZK91,6,29
TZZK91,7-1,34.8
TZZK91,9-1,41.5
TZZK91,9-2,44.1
TZZK91,9-3,50
TZZK92,1,0.3
TZZK92,2-1,4.9
TZZK92,4-2,7.9
TZZK92,5-1,13.7
TZZK92,5-2,17.3
TZZK92,6,27.1
TZZK92,7-1,34.4
TZZK92,9-1,44
TZZK92,9-2,45.4
TZZK92,9-3,50.04
TZZK93,1,0.3
TZZK93,2-2,4
TZZK93,2-3,12
TZZK93,2-5,24
TZZK93,2-6,42.3
TZZK93,2-7,50
TZZK94,1,0.3
TZZK94,2-4,4.9
TZZK94,4-2,10.8
TZZK94,4-3,13.8
TZZK94,5-2,25.2
TZZK94,6,33
TZZK94,7-2,36.6
TZZK94,9-1,40.7
TZZK94,9-2,50
TZZK95,1,0.3
TZZK95,2-1,1.5
TZZK95,2-2,4.8
TZZK95,2-4,7.7
TZZK95,4-2,13.7
TZZK95,5-1,26.3
TZZK95,6,34.1
TZZK95,7-2,36
TZZK95,9-1,44.5
TZZK95,9-2,50
TZJT01,1,0.3
TZJT01,2-2,7.6
TZJT01,4-2,14.2
TZJT01,4-3,18.3
TZJT01,5-1,24.3
TZJT01,6,29.8
TZJT01,7-1,33.6
TZJT02,1,0.9
TZJT02,2-2,2.7
TZJT02,4-1,3.8
TZJT02,4-2,8
TZJT02,4-3,11
TZJT02,5-1,17.4
TZJT02,6,25.3
TZJT02,7-1,26.3
TZJT03,1,0.4
TZJT03,2-2,3.2
TZJT03,2-3,10
TZJT03,2-5,21.4
TZJT03,2-6,42.2
TZJT03,2-7,50.1
TZJT04,1,0.7
TZJT04,2-2,1.9
TZJT04,2-3,8.3
TZJT04,4-2,15.2
TZJT04,4-3,19.6
TZJT04,5-2,23.7
TZJT04,6,32.1
TZJT04,7-1,35.2
TZJT05,1,0.6
TZJT05,2-2,5.2
TZJT05,2-3,8.4
TZJT05,4-2,14.8
TZJT05,4-3,16.5
TZJT05,5-1,17.9
TZJT05,5-2,24.7
TZJT05,6,33.6
TZJT05,7-1,36.2
TZJT06,1,0.5
TZJT06,2-2,8.2
TZJT06,4-2,12.3
TZJT06,4-3,17.1
TZJT06,5-1,23.9
TZJT06,6,33.2
TZJT07,1,0.3
TZJT07,2-1,1
TZJT07,2-2,11.8
TZJT07,2-4,34.6
TZJT07,7-2,41.3
TZJT07,8-2,50
TZJT08,1,1.5
TZJT08,2-2,6.3
TZJT08,4-2,12.3
TZJT08,4-3,14.9
TZJT08,5-2,20.1
TZJT08,6,31.6
TZJT09,1,0.6
TZJT09,2-2,4.3
TZJT09,2-3,10.5
TZJT09,4-2,15.8
TZJT09,4-3,30.3
TZJT09,6,35.1
TZJT09,7-2,40.7
TZJT09,9-3,49
TZJT09,9-2,50
TZJT10,1,0.5
TZJT10,2-1,1.9
TZJT10,2-2,8.7
TZJT10,2-3,11.1
TZJT10,4-2,18.3
TZJT10,5-1,30.9
TZJT10,6,40.4
TZJT10,7-1,42
TZJT11,1,0.8
TZJT11,2-2,4.5
TZJT11,2-2,11.6
TZJT11,2-5,28.4
TZJT11,2-6,42.8
TZJT11,2-7,50.1
TZJT12,1,0.7
TZJT12,2-2,2.9
TZJT12,2-3,6.5
TZJT12,2-5,22.9
TZJT12,2-6,41.5
TZJT12,2-7,50.2
TZJT13,1,0.6
TZJT13,2-2,2.1
TZJT13,2-3,6.3
TZJT13,2-5,24.8
TZJT13,2-6,39.9
TZJT13,6,43
TZJT13,7-1,44.9
TZJT13,9-1,49.5
TZJT13,10,50.2
TZJT14,1,0.4
TZJT14,2-2,2
TZJT14,2-3,12.9
TZJT14,2-5,29.4
TZJT14,2-6,41.2
TZJT14,2-7,50.1
TZJT15,1,0.3
TZJT15,2-2,4.2
TZJT15,2-3,8.7
TZJT15,2-5,23.2
TZJT15,2-6b,42
TZJT15,2-7,49.9
TZJT16,1,0.4
TZJT16,2-2,4
TZJT16,2-3,9.4
TZJT16,2-5,24.1
TZJT16,2-6,35.1
TZJT16,2-7,52.9
TZJT17,1,0.5
TZJT17,2-2,4.7
TZJT17,2-3,12
TZJT17,2-5,24.1
TZJT17,2-6b,37.2
TZJT17,2-7,53
TZJT18,1,0.6
TZJT18,2-2,3
TZJT18,2-3,6.3
TZJT18,2-5,19.8
TZJT18,2-6,41.8
TZJT18,2-7,50
TZJT19,1,0.7
TZJT19,2-2,4.2
TZJT19,2-3,8.3
TZJT19,2-5,22.1
TZJT19,2-6,37.2
TZJT19,2-7,53
TZJT20,1,0.4
TZJT20,2-2,5
TZJT20,2-4,9.6
TZJT20,2-5,24.9
TZJT20,2-6,39.4
TZJT20,2-7,50
TZJT21,1,0.7
TZJT21,2-2,2.5
TZJT21,2-3,6.4
TZJT21,2-5,26.6
TZJT21,2-6,38.5
TZJT21,2-7,53
TZJT22,1,1
TZJT22,2-2,6
TZJT22,2-3,8.9
TZJT22,2-5,26.7
TZJT22,2-6,41.3
TZJT22,2-7,50
TZJT23,1,0.3
TZJT23,2-2,4.4
TZJT23,2-3,13.5
TZJT23,2-5,27.3
TZJT23,2-6,35.8
TZJT23,2-7,51
TZJT24,1,0.8
TZJT24,2-2,4
TZJT24,2-3,8.8
TZJT24,4-1,12.6
TZJT24,4-2,15.8
TZJT24,4-3,22.2
TZJT24,5-2,25.1
TZJT24,5-2,29.3
TZJT24,6,34.7
TZJT24,7-1,41.8
TZJT25,1,0.6
TZJT25,2-2,11.1
TZJT25,4-2,15.9
TZJT25,5-1,22.1
TZJT25,6,25
TZJT25,6,27.2
TZJT26,1,0.2
TZJT26,2-1,2.9
TZJT26,2-4,5.1
TZJT26,4-2,11.5
TZJT26,4-3,14.3
TZJT26,5-2,19.9
TZJT26,6,32.4
TZJT26,7-1,34.9
TZJT26,9-1,41.1
TZJT26,9-2,45.2
TZJT26,9-3,50
TZJT27,1,0.4
TZJT27,2-2,4.3
TZJT27,4-2,11.9
TZJT27,5-1,15.5
TZJT27,5-2,18.4
TZJT27,6,30.9
TZJT27,7-1,31.2
TZJT28,1,0.4
TZJT28,2-1,2
TZJT28,2-2,3.8
TZJT28,4-2,9.7
TZJT28,5-1,14.7
TZJT28,5-2,16.9
TZJT28,6,27.4
TZJT28,7-1,31.3
TZJT28,9-1,42
TZJT29,1,0.2
TZJT29,2-2,3.8
TZJT29,2-3,8.9
TZJT29,2-5,14
TZJT29,4-2,17.1
TZJT29,4-3,19.8
TZJT29,5-1,29
TZJT29,6,36.6
TZJT29,7-1,40.4
TZJT29,9-1,42.1
TZJT30,1,0.6
TZJT30,2-1,2.1
TZJT30,2-4,3.4
TZJT30,2-5,7
TZJT30,4-2,10.6
TZJT30,5-1,26.2
TZJT30,6,29.9
TZJT30,6,32.2
TZJT30,6,38
TZJT31,1,0.8
TZJT31,2-4,2
TZJT31,4-2,7.8
TZJT31,4-3,9.6
TZJT31,5-1,19.4
TZJT31,6,27.6
TZJT31,7-1,32
TZJT31,9-1,38.8
TZJT32,1,2.1
TZJT32,2-2,4
TZJT32,4-2,11
TZJT32,4-3,13
TZJT32,5-2,18
