SK078,2624304.6,515698.8,85.82
SK079,2624315.9,515720.3,94.38
SK080,2624327.2,515741.2,107.58
SK081,2624334.6,515755.7,108.02
SK082,2624124.5,515408,96.28
SK083,2624133.5,515427.5,85.66
SK084,2624146.9,515449.9,99.44
SK085,2624160.2,515467.1,103.39
SK086,2624175,515488,96.09
SK087,2624185.6,515511.6,108.02
SK088,2624196.1,515523.2,110.04
SK089,2624209.4,515552.3,89.15
SK090,2624217.7,515568.1,89.41
SK091,2624226.5,515584.6,95.74
SK092,2624252.6,515636.6,118.08
SK093,2624262.1,515667.4,111.36
SK094,2624274.4,515692.2,103.21
SK095,2624289.6,515711.9,86.11
SK096,2624297.9,515727.9,90.25
SK097,2624310.5,515751,100.23
SK098,2624313.4,515766.9,96.44
SK099,2624098.8,515402.3,108.08
SK100,2624105.5,515418.1,99.51
SK101,2624115.4,515439.6,86.05
SK102,2624126.7,515460.6,85.86
SK103,2624137.9,515481.8,87.59
SK104,2624155.3,515499.3,90.06
SK105,2624168.5,515519.9,98.94
SK106,2624178.7,515538.4,103.9
SK107,2624190.4,515560.1,87.18
SK108,2624197.6,515579,94.65
SK109,2624200,515596.7,103.11
SK110,2624214.4,515619.2,110.24
SK111,2624227.4,515644.9,121.16
SK112,2624253.3,515698.7,110.5
SK113,2624269.7,515717.3,95.75
SK114,2624281.6,515740.3,86
SK115,2624293.3,515758.9,91.22
SK116,2624292.8,515778.1,89.5
SK117,2624075.2,515416,91.92
SK118,2624084,515429.7,85.62
SK119,2624095.2,515450.3,92.2
SK120,2624106.5,515471.2,97.14
SK121,2624117.7,515492.4,94.78
SK122,2624140.5,515507.6,87.65
SK123,2624149,515531.3,91.22
SK124,2624259.8,515551.7,97.63
SK125,2624174.2,515569.4,86.39
SK126,2624177.4,515589.3,92.94
SK127,2624183.8,515608.2,99.74
SK128,2624192.8,515637.4,110.39
SK129,2624208.1,515663.1,111.76
SK130,2624223.1,515686.3,109.2
SK131,2624233.3,515709.9,105.65
SK132,2624258.5,515729.3,91.85
SK133,2624268.2,515748.2,83.72
SK134,2624279.8,515766.1,86.53
SK135,2624242.8,515738.3,90.74
SK136,2624250.8,515757.3,86.66
SK137,2624262.6,515774.1,95.34
SK138,2624266.8,515789.5,96.98
SK139,2624125.5,515515.7,100.2
SK140,2624132.9,515539.4,89.33
SK141,2624144.5,515560.4,97
SK142,2624155.5,515578.5,89.67
SK143,2624160.2,515598.7,85.9
SK144,2624063.6,515440.3,92.19
SK145,2624071,515462.3,100.17
SK146,2624084,515487.2,107.96
SK147,2624097.3,515511.8,112.12
SK148,2624108.9,515526.3,101.08
SK149,2624117.3,515549.6,95.81
SK150,2624121.4,515577.3,105.98
SK151,2624141.6,515596.1,93.27
SK152,2624159.2,515620.4,91.83
SK153,2624161,515640,97.26
SK154,2624175.5,515660.9,106.61
SK155,2624187.8,515683.7,101.22
SK156,2624201.7,515699.9,96.33
SK157,2624209.6,515723,94.9
SK158,2624222.1,515748.1,87.95
SK159,2624232.4,515759.5,83.11
SK160,2624246.7,515784.9,99.65
SK161,2624250.3,515793.4,102.51
SK162,2624044.2,515437.4,98.67
SK163,2624051.1,515473,111.12
SK164,2624064,515497.9,113.29
SK165,2624077,515522.7,112.51
SK166,2624096.5,515560.9,104.31
SK167,2624108.6,515584.1,112.52
SK168,2624120.7,515607.4,99.66
SK169,2624133.7,515632.7,84.34
SK170,2624140.2,515650.5,89.07
SK171,2624157.2,515671.6,95.14
SK172,2624168,515694.5,86.82
SK173,2624180,515710.6,87.93
SK174,2624189.5,515733.8,83.67
SK175,2624202.8,515758.5,87.46
SK176,2624228,515781.9,94.65
SK177,2624238.9,515802.5,104.08
SK178,2624206.1,515788.2,86.76
SK179,2624227.4,515815.1,98.98
SK180,2624026.2,515447,106.51
SK181,2624007.4,515456.9,108.6
SK182,2624027.9,515485.2,101.44
SK183,2624041.4,515509.9,108.53
SK184,2624050,515537.2,101.4
SK185,2624075.9,515571.6,116
SK186,2624082.6,515598.2,113.12
SK187,2624099.7,515618.6,102.21
SK188,2624107.5,515645.4,87.97
SK189,2624136,515681.7,83.36
SK190,2624148.2,515704.9,86.57
SK191,2624157,515725.3,88.31
SK192,2624169.3,515744.4,89.18
SK193,2624182.3,515769.4,100.64
SK194,2624188.5,515797.8,91.5
SK195,2624201.7,515822.1,83.98
SK196,2624003,515493.2,90.35
SK197,2624020.1,515525.1,94.14
SK198,2624033.3,515550.9,96.93
SK199,2624046.5,515575.6,110.63
SK200,2624078.9,515636.7,90.35
SK201,2624090.9,515659.3,85.87
SK202,2624114.2,515700.5,99.49
SK203,2624159.5,515787.7,106.47
SK204,2624173.1,515832.7,101.93
SK205,2624003,515515.5,87.62
SK206,2624015.5,515538.3,88.6
SK207,2624025.6,515558.1,99.62
SK208,2624038.1,515579.6,109.42
SK209,2624047.9,515598.7,108.95
SK210,2624058.9,515620.1,102.03
SK211,2624069.5,515640.7,89.57
SK212,2624082.4,515662.2,88.29
SK213,2624092.5,515683.4,95.56
SK214,2624104.3,515705.4,103.28
SK215,2624114.2,515724.8,111.94
SK216,2623963.3,515472.5,110.71
SK217,2623989,515523.4,93.06
SK218,2624001,515546.5,86.96
SK219,2624011.4,515564.9,92.99
SK220,2624022.4,515585.9,102.35
SK221,2624033.6,515606.8,100.56
SK222,2624044.7,515627.7,94.54
SK223,2624055.9,515648.7,83.61
SK224,2624066.9,515669.6,88.18
SK225,2624078.1,515690.5,103.4
SK226,2624089.2,515711.4,102.36
SK227,2624100.3,515732.4,114.55
SK228,2624117.9,515760.7,118.08
SK229,2624129.5,515783,117.97
SK230,2624142.8,515807.4,112.34
SK231,2624148.9,515823.4,114.35
SK232,2624157.5,515840.9,102.36
SK233,2623940.9,515484.5,104.67
SK234,2623962.8,515515.2,109.3
SK235,2623971.9,515532.9,103.36
SK236,2623984.5,515556.3,91.01
SK237,2623997.2,515578.6,86.71
SK238,2624009.1,515601.7,91.79
SK239,2624021.2,515624.9,86.24
SK240,2624033,515647.7,83.84
SK241,2624037.7,515656.6,87.52
SK242,2624050.4,515680.3,96.48
SK243,2624063.1,515703.9,108.2
SK244,2624079.5,515734.7,117.51
SK245,2624092.2,515758.6,118.08
SK246,2624104.7,515782.4,114.59
SK247,2624120.4,515819.3,123.16
SK248,2624137.3,515851.6,110.05
SK249,2623945.9,515533.1,106.23
SK250,2623974.1,515584,94.12
SK251,2623984,515602.6,87.15
SK252,2623990.9,515615.7,84.08
SK253,2624006.3,515633.2,83.67
SK254,2624015.3,515664,95.72
SK255,2624022.7,515677.9,98.59
SK256,2624030.9,515693.1,95.31
SK257,2624036.3,515703.3,100.2
SK258,2624055,515738.6,115.45
SK259,2624062.3,515753.1,114.78
SK260,2624070.5,515767.8,110.97
SK261,2624086.1,515796.9,108.8
SK262,2624101.1,515822.7,119.04
SK263,2623917,515547.4,100.97
SK264,2623923.6,515559.7,105.43
SK265,2623939.9,515571.8,109.05
SK266,2623949.6,515590.4,106.06
SK267,2623959.5,515608.9,93.77
SK268,2623969.2,515627.3,84.18
SK269,2623983.1,515639.6,92.66
SK270,2623995.4,515662.9,98.09
SK271,2624006.7,515684.2,106
SK272,2624017.5,515705.8,107.61
SK273,2624035.6,515740.6,114.61
SK274,2624050.6,515769.8,109.34
SK275,2624061.9,515791,100.91
SK276,2624072,515807.1,104.62
SK277,2624087.6,515846,119.13
SK278,2624103.7,515876.2,106.8
SK279,2623965.6,515651.6,90.88
SK280,2623976.9,515672.8,103.66
SK281,2623988.2,515694,102.07
SK282,2623998.9,515715.7,99.09
SK283,2624017.2,515749.5,113.13
SK284,2624032.7,515779.3,102.46
SK285,2624043.9,515800.6,97.02
SK286,2624059.4,515820.3,107.01
SK287,2623897.2,515557.7,91.61
SK288,2623903,515569.5,98.79
SK289,2623916.4,515584,107.41
SK290,2623926.3,515602.6,98.57
SK291,2623936.1,515621.1,90.59
SK292,2623945.9,515639.5,85.74
SK293,2623951.9,515665,93.69
SK294,2623963.4,515686.4,99.47
SK295,2623975.3,515705.8,91.09
SK296,2623986.7,515727.2,96.27
SK297,2624003.3,515760.2,111.24
SK298,2624021.4,515791.6,101.07
SK299,2624035.4,515811.4,100.99
SK300,2624048,515835.2,110.4
SK301,2624061.7,515858.4,119.14
SK302,2624083.5,515887,108.87
SK303,2623873.2,515563,86.21
SK304,2623885.5,515585.8,99.6
SK305,2623897.7,515608.9,98.17
SK306,2623909.8,515631.9,84.46
SK307,2623921.7,515654.8,88.7
SK308,2623934.2,515677.8,91.58
SK309,2623946.6,515700.4,86.36
SK310,2623961.6,515718.8,88.61
SK311,2623972.6,515740.1,100.08
SK312,2623983.8,515761.3,109.8
SK313,2623995.3,515782.4,104.17
SK314,2624006.3,515803.7,94.6
SK315,2624017.6,515825,103.74
SK316,2624029.2,515846,111.69
SK317,2624063.3,515897.6,115.07
SK318,2623979.1,515503.7,105.05
SK319,2624392.7,515639.5,97.12
SP01,2624278.3,515354.6,111.44
SP02,2624258.4,515363.5,106.81
SP03,2624288.5,515384.4,109.43
SP04,2624310.7,515418.4,109.27
SP05,2624297,515426.9,112.71
SP06,2624323.2,515459.7,110.15
SP07,2624325.3,515484.2,115.96
SP08,2624350.3,515522.7,109.84
SP09,2624368.5,515544.9,106.92
SP10,2624424.1,515609.3,83.94
SP11,2624427.6,515676.6,110.59
SP12,2624459.3,515704.6,89.13
SP13,2624426.4,515741.6,108.5
SP14,2624379,515755,85.31
SP15,2624364.7,515777.8,89.07
SP16,2624327.7,515786.6,107.44
SP17,2624248.1,515819.9,109.23
SP18,2624254.6,515835.4,110.23
SP19,2624224.7,515831.7,98.84
SP20,2624230,515842.9,98
SP21,2624192.1,515849.7,84.01
SP22,2624170.6,515861.8,91.29
SP23,2624107.8,515907.2,91.89
SP24,2624079.5,515920,107.09
SP25,2623980.8,515820,94.39
SP26,2623950.5,515843.2,99.91
SP27,2623902,515816.9,108.99
SP28,2623888.6,515713.9,87.27
SP29,2623888.9,515683.5,89.2
SP30,2623890.6,515640.4,84.6
SP31,2623855.1,515581.9,85.63
SP32,2623952.8,515450.3,106.48
SP33,2623970.4,515434.4,115.62
SP34,2623977.3,515447.9,116.06
SP35,2623994,515427.9,106.67
SP36,2624042.8,515381.2,82.99
SP37,2624053.6,515405.8,85.04
SP38,2624093.7,515380.8,109.91
SP39,2624103.8,515346.5,117.28
SP40,2624117.5,515372.3,112.59
SP41,2624130.6,515349.9,108.82
