2624318.127,515237.45
2624324.153,515253.4
2624330.18,515269.35
2624336.207,515285.3
2624342.233,515301.25
2624348.26,515317.2
2624354.287,515333.15
2624360.313,515349.1
2624366.34,515365.05
2624372.367,515381
2624378.393,515396.95
2624384.42,515412.9
2624390.447,515428.85
2624396.473,515444.8
2624402.5,515460.75
2624408.527,515476.7
2624414.553,515492.65
2624420.58,515508.6
2624426.607,515524.55
2624432.633,515540.5
2624438.66,515556.45
2624444.687,515572.4
2624450.713,515588.35
2624456.74,515604.3
2624462.767,515620.25
2624468.793,515636.2
2624474.82,515652.15
2624480.847,515668.1
2624486.873,515684.05
2624492.9,515700
2624478.89,515707.5767
2624464.88,515715.1533
2624450.87,515722.73
2624436.86,515730.3067
2624422.85,515737.8833
2624408.84,515745.46
2624394.83,515753.0367
2624380.82,515760.6133
2624366.81,515768.19
2624352.8,515775.7667
2624338.79,515783.3433
2624324.78,515790.92
2624310.77,515798.4967
2624296.76,515806.0733
2624282.75,515813.65
2624268.74,515821.2267
2624254.73,515828.8033
2624240.72,515836.38
2624226.71,515843.9567
2624212.7,515851.5333
2624198.69,515859.11
2624184.68,515866.6867
2624170.67,515874.2633
2624156.66,515881.84
2624142.65,515889.4167
2624128.64,515896.9933
2624114.63,515904.57
2624100.62,515912.1467
2624086.61,515919.7233
2624072.6,515927.3
2624062.933,515926.1333
2624053.267,515924.9667
2624043.6,515923.8
2624033.933,515922.6333
2624024.267,515921.4667
2624014.6,515920.3
2624007.087,515906.6733
2623999.573,515893.0467
2623992.06,515879.42
2623984.547,515865.7933
2623977.033,515852.1667
2623969.52,515838.54
2623962.007,515824.9133
2623954.493,515811.2867
2623946.98,515797.66
2623939.467,515784.0333
2623931.953,515770.4067
2623924.44,515756.78
2623916.927,515743.1533
2623909.413,515729.5267
2623901.9,515715.9
2623894.387,515702.2733
2623886.873,515688.6467
2623879.36,515675.02
2623871.847,515661.3933
2623864.333,515647.7667
2623856.82,515634.14
2623849.307,515620.5133
2623841.793,515606.8867
2623834.28,515593.26
2623826.767,515579.6333
2623819.253,515566.0067
2623811.74,515552.38
2623804.227,515538.7533
2623796.713,515525.1267
2623789.2,515511.5
2623806.63,515501.8333
2623824.06,515492.1667
2623841.49,515482.5
2623858.92,515472.8333
2623876.35,515463.1667
2623893.78,515453.5
2623911.21,515443.8333
2623928.64,515434.1667
2623946.07,515424.5
2623963.5,515414.8333
2623980.93,515405.1667
2623998.36,515395.5
2624015.79,515385.8333
2624033.22,515376.1667
2624050.65,515366.5
2624068.08,515356.8333
2624085.51,515347.1667
2624102.94,515337.5
2624120.37,515327.8333
2624137.8,515318.1667
2624155.23,515308.5
2624172.66,515298.8333
2624190.09,515289.1667
2624207.52,515279.5
2624224.95,515269.8333
2624242.38,515260.1667
2624259.81,515250.5
2624277.24,515240.8333
2624294.67,515231.1667
2624312.1,515221.5
