0-1	素填土	1
1	素填土	1
0-2	淤泥	2
0-3	粉质黏土	3
0-4	黏土	4
0-4	全风化粉砂质泥岩	5
2-1	强风化粉砂质泥岩	6
2-2	强风化粉砂质泥岩	7
3	中等风化粉砂质泥岩	8
4	微风化粉砂质泥岩	9
